time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-03-03T02:53:19.830Z,35.7846,-97.4584,6.5,2.8,mb_lg,,69,0.012,0.43,us,usb000mztu,2014-03-03T17:54:39.746Z,"10km SSW of Guthrie, Oklahoma",earthquake
2014-03-03T02:27:31.760Z,26.2825,127.3325,56.45,5.2,mb,,109,1.006,1.26,us,usb000mztm,2014-03-03T15:35:14.339Z,"35km WNW of Naha-shi, Japan",earthquake
2014-03-03T01:54:22.680Z,36.1634,-96.958,5,2.6,mb_lg,,93,0.522,0.22,us,usb000mzt9,2014-03-03T16:51:59.797Z,"10km ENE of Stillwater, Oklahoma",earthquake
2014-03-03T00:32:08.030Z,14.3184,-92.9124,50.71,4.8,mb,,71,1.196,1.04,us,usb000mzsm,2014-03-03T08:34:39.291Z,"69km SW of Puerto Madero, Mexico",earthquake
2014-03-03T00:25:06.200Z,19.3805,-68.6398,90,3.4,Md,6,338.4,1.70769736,0.27,pr,pr14062001,2014-03-03T04:12:24.069Z,"61km NE of Miches, Dominican Republic",earthquake
2014-03-03T00:19:02.650Z,14.6949,-92.8427,34.33,4.2,mb,,194,1.123,1.42,us,usb000mzs8,2014-03-03T08:21:41.529Z,"45km W of Puerto Madero, Mexico",earthquake
2014-03-03T00:12:09.500Z,34.2918333,-118.541,7.89,2.74,ml,55,48,0.04584,0.22,ci,ci15471641,2014-03-03T18:56:33.405Z,"9km W of San Fernando, California",earthquake
2014-03-02T23:53:15.000Z,40.5902,-122.8877,61.6,2.9,Md,,82.8,0.26051143,0.13,nc,nc72178146,2014-03-03T08:06:31.416Z,"14km SSW of Lewiston, California",earthquake
2014-03-02T22:26:12.440Z,14.3694,-92.8617,43.41,5,mb,,135,2.026,1.05,us,usb000mzqq,2014-03-03T06:28:42.077Z,"61km SW of Puerto Madero, Mexico",earthquake
2014-03-02T22:17:17.470Z,14.3017,-92.9165,35,5.8,mwb,,61,1.202,0.97,us,usb000mzqn,2014-03-03T15:14:39.000Z,"70km SW of Puerto Madero, Mexico",earthquake
2014-03-02T20:11:22.640Z,27.4052,127.3354,111.18,6.5,mwc,,26,1.009,1.01,us,usb000mzmn,2014-03-03T15:33:26.925Z,"110km NW of Nago, Japan",earthquake
2014-03-02T19:38:59.210Z,-6.2964,154.8738,70.11,5.7,mb,,16,3.414,0.81,us,usb000mzlz,2014-03-03T16:54:24.000Z,"67km W of Panguna, Papua New Guinea",earthquake
2014-03-02T17:22:45.400Z,18.9797,-65.4046,6,2.6,Md,3,320.4,0.67822804,0.12,pr,pr14061004,2014-03-02T20:13:42.262Z,"74km NNE of Luquillo, Puerto Rico",earthquake
2014-03-02T17:11:23.490Z,20.2336,120.3248,10.01,4.8,mb,,102,2.665,0.99,us,usb000mzju,2014-03-03T01:13:49.522Z,"161km W of Sabtang, Philippines",earthquake
2014-03-02T17:03:42.550Z,-45.704,-76.585,17.01,5.6,mb,,189,3.329,0.72,us,usb000mzjs,2014-03-03T14:56:24.000Z,"295km W of Puerto Chacabuco, Chile",earthquake
2014-03-02T16:51:25.790Z,36.6786,-98.4732,5,2.9,mb_lg,,99,0.43,0.53,us,usb000mzj9,2014-03-03T04:23:21.500Z,"13km SW of Cherokee, Oklahoma",earthquake
2014-03-02T16:33:11.000Z,51.0555,-176.0257,31,3,ml,,,,0.51,ak,ak11173648,2014-03-02T19:15:37.677Z,"101km SSE of Adak, Alaska",earthquake
2014-03-02T16:30:50.400Z,35.5976,-85.3853,18.1,2.5,md,12,107.999991360001,0.2605114,0.13,se,se030214a,2014-03-03T00:33:30.952Z,"17km W of Pikeville, Tennessee",earthquake
2014-03-02T16:28:18.990Z,-18.9865,-66.9611,242.71,4.5,mb,,69,2.215,1.08,us,usb000mzip,2014-03-02T22:11:46.000Z,"22km WSW of Challapata, Bolivia",earthquake
2014-03-02T16:18:31.030Z,-45.819,-76.6073,28.13,5.1,mb,,140,3.427,0.77,us,usb000mzih,2014-03-03T00:21:14.364Z,"298km W of Puerto Chacabuco, Chile",earthquake
2014-03-02T16:11:54.490Z,35.3083344,-118.4906693,6.91,2.89,ml,40,43,0.05963,0.16,ci,ci15471521,2014-03-03T01:29:54.647Z,"18km N of Golden Hills, California",earthquake
2014-03-02T16:10:26.000Z,51.0252,-176.0374,38.3,3.2,ml,,,,0.4,ak,ak11173634,2014-03-02T19:09:12.207Z,"104km SSE of Adak, Alaska",earthquake
2014-03-02T15:58:19.000Z,51.0119,-176.0583,41.4,3.1,ml,,,,0.37,ak,ak11173609,2014-03-03T00:00:59.473Z,"105km SSE of Adak, Alaska",earthquake
2014-03-02T15:42:01.910Z,-21.1646,-174.0551,10,5.3,mb,,48,4.4,1.29,us,usb000mzhr,2014-03-02T23:45:09.143Z,"94km ENE of `Ohonua, Tonga",earthquake
2014-03-02T15:36:56.980Z,10.1597,-85.4158,55.13,4.5,mb,,48,0.474,0.81,us,usb000mzhn,2014-03-02T20:57:50.000Z,"4km ENE of Nicoya, Costa Rica",earthquake
2014-03-02T14:55:47.770Z,36.4832,-97.0789,2.38,3.2,mb_lg,,88,0.628,0.46,us,usb000mzgp,2014-03-02T17:40:35.532Z,"22km S of McCord, Oklahoma",earthquake
2014-03-02T14:44:45.770Z,36.52,-97.0655,4.14,2.8,mb_lg,,90,0.595,0.79,us,usb000mzgh,2014-03-02T22:47:30.073Z,"17km S of McCord, Oklahoma",earthquake
2014-03-02T14:44:14.420Z,32.1256,-40.3167,14,4.7,mb,,78,21.425,0.57,us,usb000mzgm,2014-03-02T20:14:15.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-03-02T14:08:45.900Z,18.4803,-63.6623,58,3,Md,12,345.6,0.90729844,0.18,pr,pr14061003,2014-03-02T22:11:17.763Z,"63km NW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2014-03-02T13:46:27.050Z,-6.5472,127.5472,396.51,4.2,mb,,77,3.985,0.29,us,usb000mzg6,2014-03-02T18:17:56.000Z,"Banda Sea",earthquake
2014-03-02T13:30:02.260Z,-2.8474,128.1328,45,4.4,mb,,91,3.675,0.69,us,usb000mzg4,2014-03-02T18:04:29.000Z,"25km NNW of Piru, Indonesia",earthquake
2014-03-02T12:35:52.760Z,4.6533,95.0957,56,4.6,mb,,182,1.931,0.74,us,usb000mzfw,2014-03-02T20:38:26.395Z,"103km SSW of Banda Aceh, Indonesia",earthquake
2014-03-02T12:15:40.440Z,35.4983,-97.2519,7.23,2.5,mb_lg,,48,0.069,0.57,us,usb000mzfr,2014-03-03T09:26:30.290Z,"1km E of Choctaw, Oklahoma",earthquake
2014-03-02T11:33:06.320Z,23.3918,122.4522,37.74,4.4,mb,,214,1.061,1.02,us,usb000mzfi,2014-03-02T19:35:38.666Z,"108km SE of Hualian, Taiwan",earthquake
2014-03-02T11:14:39.930Z,-45.7268,-76.5947,10,5.3,mb,,115,3.351,0.73,us,usb000mzfd,2014-03-02T19:17:25.724Z,"296km W of Puerto Chacabuco, Chile",earthquake
2014-03-02T11:05:05.000Z,53.2286,-163.9349,33.6,2.9,ml,,,,0.63,ak,ak11173404,2014-03-02T18:49:42.590Z,"157km SE of Akutan, Alaska",earthquake
2014-03-02T10:42:25.290Z,-19.4256,-174.7359,11.36,4.9,mb,,80,4.556,1.25,us,usb000mzf6,2014-03-02T18:44:50.945Z,"57km NW of Pangai, Tonga",earthquake
2014-03-02T10:29:17.310Z,12.5567,-87.6992,75.32,4.3,mb,,145,1.405,0.75,us,usb000mzf0,2014-03-03T00:53:40.706Z,"34km SW of Jiquilillo, Nicaragua",earthquake
2014-03-02T10:12:21.900Z,-45.6939,-76.3901,10,5.2,mb,,146,3.235,0.99,us,usb000mzeu,2014-03-02T18:14:51.767Z,"280km W of Puerto Chacabuco, Chile",earthquake
2014-03-02T09:37:56.210Z,12.6286,-87.6371,72.61,6.2,mwc,,22,1.322,1.15,us,usb000mzef,2014-03-03T18:17:31.827Z,"23km WSW of Jiquilillo, Nicaragua",earthquake
2014-03-02T09:25:16.000Z,57.5556,-157.3263,99.5,3.3,ml,,,,1.55,ak,ak11173358,2014-03-02T17:27:53.690Z,"132km SSW of King Salmon, Alaska",earthquake
2014-03-02T08:52:15.200Z,-42.8566,-82.5454,9.99,4.9,mb,,103,6.519,0.89,us,usb000mze0,2014-03-02T16:54:40.934Z,"West Chile Rise",earthquake
2014-03-02T08:50:04.460Z,0.2669,126.2858,39.95,5,mb,,43,1.191,0.62,us,usb000mzdx,2014-03-02T16:52:43.548Z,"133km WSW of Kota Ternate, Indonesia",earthquake
2014-03-02T08:20:56.900Z,36.9183,-121.6652,10.3,2.6,Md,,46.8,0.04491576,0.09,nc,nc72177791,2014-03-03T08:24:12.755Z,"3km NNW of Aromas, California",earthquake
2014-03-02T07:56:03.000Z,55.1699,-157.8058,33.9,3.6,ml,,,,0.75,ak,ak11173334,2014-03-02T18:34:42.534Z,"120km ENE of Chernabura Island, Alaska",earthquake
2014-03-02T06:33:28.000Z,51.0733,-176.073,32.1,2.9,ml,,,,0.48,ak,ak11173788,2014-03-02T18:24:09.357Z,"98km SSE of Adak, Alaska",earthquake
2014-03-02T05:59:05.800Z,18.7642,-66.5605,37,2.6,Md,13,219.6,0.28566426,0.25,pr,pr14061002,2014-03-02T14:01:36.916Z,"34km NNW of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-03-02T05:27:15.900Z,26.3005,124.8273,204.8,4.4,mb,,74,2.455,0.64,us,usb000mzck,2014-03-02T13:30:13.513Z,"172km NNW of Hirara, Japan",earthquake
2014-03-02T04:26:00.320Z,36.6033,35.275,10,4.3,mb,,120,1.651,1.3,us,usb000mzbv,2014-03-02T06:44:24.000Z,"8km WNW of Karatas, Turkey",earthquake
2014-03-02T04:21:46.590Z,35.6057,-97.0801,8.03,3.2,mb_lg,,87,0.047,0.59,us,usb000mzbr,2014-03-03T04:48:48.779Z,"12km ESE of Luther, Oklahoma",earthquake
2014-03-02T03:57:39.900Z,19.0662,-66.6839,42,2.7,Md,10,273.6,0.60276956,0.57,pr,pr14061000,2014-03-02T12:00:19.324Z,"65km N of Arecibo, Puerto Rico",earthquake
2014-03-02T03:01:25.900Z,40.317,-124.4627,7.1,3.1,Ml,,259.2,0.13474729,0.04,nc,nc72177626,2014-03-02T04:51:09.702Z,"33km SSW of Ferndale, California",earthquake
2014-03-02T02:56:37.620Z,40.3170013,-124.4628296,6.49,2.7,ml,12,268,0.1366,0.03,nc,nc72177611,2014-03-02T10:59:08.953Z,"33km SSW of Ferndale, California",earthquake
2014-03-02T00:29:09.000Z,59.783,-152.2439,61.7,3.1,ml,,,,0.92,ak,ak11173294,2014-03-02T08:31:38.982Z,"23km W of Anchor Point, Alaska",earthquake
2014-03-01T18:56:51.000Z,68.9692,-144.6191,18.1,2.7,ml,,,,1.1,ak,ak11173206,2014-03-02T02:59:21.523Z,"101km NNE of Arctic Village, Alaska",earthquake
2014-03-01T18:44:39.100Z,44.7488,-110.8707,1.1,2.9,Ml,,108,0.04491576,0.35,uu,uu60057887,2014-03-02T02:47:21.807Z,"20km ENE of West Yellowstone, Montana",earthquake
2014-03-01T18:10:18.000Z,54.0355,-164.4158,77.6,2.6,ml,,,,0.23,ak,ak11173194,2014-03-01T20:31:14.767Z,"89km E of Akutan, Alaska",earthquake
2014-03-01T14:57:58.750Z,39.5815,142.7868,92.52,4.3,mb,,169,2.447,1.32,us,usb000mz1e,2014-03-01T17:15:33.000Z,"71km E of Miyako, Japan",earthquake
2014-03-01T14:07:27.300Z,17.4248,-66.4114,28,2.8,Md,5,288,0.61085439,0.1,pr,pr14060009,2014-03-01T17:06:55.648Z,"59km S of Santa Isabel, Puerto Rico",earthquake
2014-03-01T13:19:09.400Z,18.8873,-64.6669,32,2.7,Md,3,345.6,0.82016185,0.07,pr,pr14060008,2014-03-01T21:21:50.443Z,"52km N of Road Town, British Virgin Islands",earthquake
2014-03-01T12:55:29.850Z,-2.8273,129.4672,42.41,4.3,mb,,110,2.779,0.78,us,usb000mz0b,2014-03-01T20:58:11.396Z,"82km NE of Amahai, Indonesia",earthquake
2014-03-01T11:55:41.800Z,18.8712,-64.2881,29,3.1,Md,8,324,0.54797232,0.07,pr,pr14060007,2014-03-01T19:58:12.391Z,"61km NE of Road Town, British Virgin Islands",earthquake
2014-03-01T11:08:38.000Z,53.247,-168.4056,112.9,2.6,ml,,,,0.68,ak,ak11172991,2014-03-01T19:58:08.240Z,"46km NE of Nikolski, Alaska",earthquake
2014-03-01T10:30:33.000Z,59.6657,-153.9776,100,2.8,ml,,,,0.78,ak,ak11172978,2014-03-01T18:33:13.998Z,"53km E of Old Iliamna, Alaska",earthquake
2014-03-01T08:54:58.440Z,36.6188,70.5202,235.27,4.2,mb,,38,2.304,0.79,us,usb000myy6,2014-03-01T16:57:40.100Z,"39km SW of Jarm, Afghanistan",earthquake
2014-03-01T07:25:01.300Z,19.1713,-66.8172,34,2.9,Md,11,277.2,0.74111011,0.31,pr,pr14060005,2014-03-01T15:27:28.617Z,"75km N of Hatillo, Puerto Rico",earthquake
2014-03-01T07:00:12.300Z,37.8655,-122.244,10.5,2.6,Md,,21.6,0.00898315,0.07,nc,nc72177126,2014-03-02T07:20:36.719Z,"2km ESE of Berkeley, California",earthquake
2014-03-01T06:03:41.060Z,44.6814,141.9601,241.99,4.6,mb,,76,2.345,0.84,us,usb000mywr,2014-03-01T14:06:16.600Z,"54km NW of Nayoro, Japan",earthquake
2014-03-01T05:22:30.550Z,4.3244,126.0012,150.64,4.9,mb,,87,2.759,1.31,us,usb000mywh,2014-03-01T13:25:01.987Z,"133km SSE of Sarangani, Philippines",earthquake
2014-03-01T04:13:50.700Z,18.934,-67.4875,12,2.5,Md,5,244.8,0.58390493,0.31,pr,pr14060002,2014-03-01T04:52:09.615Z,"63km NW of San Antonio, Puerto Rico",earthquake
2014-03-01T03:33:49.160Z,32.2573,-40.3306,10,4.7,mb,,106,23.243,0.39,us,usb000mywa,2014-03-01T11:36:27.075Z,"Northern Mid-Atlantic Ridge",earthquake
2014-03-01T03:32:11.030Z,-31.3551,-179.9876,368.85,4.5,mb,,81,2.755,0.72,us,usb000myv7,2014-03-01T11:34:45.903Z,"103km W of L'Esperance Rock, New Zealand",earthquake
2014-03-01T03:26:16.000Z,51.7165,-175.3819,44.9,3,ml,,,,0.68,ak,ak11172791,2014-03-01T07:16:25.873Z,"89km E of Adak, Alaska",earthquake
2014-03-01T02:57:22.200Z,19.0883,-65.8078,12,2.9,Md,8,259.2,0.91448496,0.23,pr,pr14060001,2014-03-01T11:00:00.987Z,"73km N of Loiza, Puerto Rico",earthquake
2014-03-01T02:16:38.830Z,32.2052,-40.2321,10,5.2,mb,,38,11.731,0.69,us,usb000myuk,2014-03-01T10:19:15.652Z,"Northern Mid-Atlantic Ridge",earthquake
2014-03-01T02:14:13.280Z,18.9889,-69.557,22.1,3.6,ml,,128,0.26,1.13,us,usb000myuy,2014-03-01T03:39:41.616Z,"18km W of El Valle, Dominican Republic",earthquake
2014-03-01T01:55:05.920Z,5.4735,123.7011,554.13,4.4,mb,,99,5.933,0.57,us,usb000myua,2014-03-01T09:57:36.958Z,"97km SSW of Palimbang, Philippines",earthquake
2014-03-01T00:59:35.000Z,56.9194,-154.5151,5.3,3.5,ml,,,,1.69,ak,ak11172757,2014-03-01T09:02:05.872Z,"76km SSW of Larsen Bay, Alaska",earthquake
2014-03-01T00:56:46.150Z,-3.4021,131.0081,47.13,4.4,mb,,88,1.328,1.18,us,usb000mytt,2014-03-01T08:59:17.807Z,"232km E of Amahai, Indonesia",earthquake
2014-02-28T23:34:04.460Z,32.1603,-39.9576,10,4.9,mb,,70,11.573,1.14,us,usb000mysj,2014-03-01T07:36:43.754Z,"Northern Mid-Atlantic Ridge",earthquake
2014-02-28T23:27:21.380Z,32.1145,-40.3087,10,4.8,mb,,106,21.438,0.7,us,usb000myse,2014-03-01T07:30:18.433Z,"Northern Mid-Atlantic Ridge",earthquake
2014-02-28T21:40:56.000Z,59.8316,-152.566,98.3,2.7,ml,,,,0.7,ak,ak11172530,2014-03-01T05:43:51.693Z,"41km W of Anchor Point, Alaska",earthquake
2014-02-28T19:47:42.080Z,1.2672,126.311,52.32,4.7,mb,,57,1.164,1.33,us,usb000myji,2014-03-01T17:23:05.000Z,"127km E of Bitung, Indonesia",earthquake
2014-02-28T19:41:15.360Z,-28.3652,-176.7,10.18,5.1,mb,,76,1.389,0.93,us,usb000myj9,2014-03-01T17:09:00.000Z,"153km NE of Raoul Island, New Zealand",earthquake
2014-02-28T19:37:31.000Z,59.8006,-152.716,90.6,2.6,ml,,,,0.32,ak,ak11172453,2014-03-01T03:40:03.380Z,"49km W of Anchor Point, Alaska",earthquake
2014-02-28T19:14:37.160Z,12.7545,-88.8,61.29,4.3,mb,,173,1.017,1.11,us,usb000myif,2014-03-01T16:20:42.000Z,"64km SSW of Puerto El Triunfo, El Salvador",earthquake
2014-02-28T19:08:01.000Z,51.6142,-175.3217,36.4,3.2,ml,,,,0.82,us,usb000myjh,2014-03-01T15:51:32.000Z,"96km ESE of Adak, Alaska",earthquake
2014-02-28T19:05:53.140Z,14.006,-92.1003,45.39,4.9,mb,,128,0.645,1.15,us,usb000myht,2014-03-01T15:42:40.000Z,"38km SSW of Champerico, Guatemala",earthquake
2014-02-28T18:20:52.880Z,-17.6499,-178.7225,581.14,4.4,mb,,122,3.075,0.67,us,usb000mygn,2014-03-01T15:23:14.000Z,"243km SE of Lambasa, Fiji",earthquake
2014-02-28T18:05:34.000Z,57.5138,-154.4534,24.5,2.7,ml,,,,0.96,ak,ak11172412,2014-03-01T14:54:49.000Z,"28km W of Larsen Bay, Alaska",earthquake
2014-02-28T17:48:34.330Z,-7.467,124.8361,380.43,4.3,mb,,38,2.342,0.68,us,usb000myel,2014-03-01T14:49:36.000Z,"145km NW of Dili, East Timor",earthquake
2014-02-28T17:38:52.880Z,14.0256,-92.1801,46.89,4.3,mb,,175,0.681,1.24,us,usb000myci,2014-03-01T14:40:42.000Z,"41km SW of Champerico, Guatemala",earthquake
2014-02-28T17:22:12.160Z,14.1138,-92.0616,60.91,4.8,mb,,154,0.538,0.94,us,usb000mybu,2014-03-01T14:34:23.000Z,"25km SW of Champerico, Guatemala",earthquake
2014-02-28T16:45:28.000Z,64.4616,-150.2086,12,2.5,ml,,,,0.88,ak,ak11172373,2014-03-01T00:47:55.612Z,"54km WSW of North Nenana, Alaska",earthquake
2014-02-28T16:31:29.190Z,-33.1043,-71.9789,28.22,4.9,mb,,157,0.819,1.34,us,usb000myaf,2014-03-01T00:34:05.660Z,"33km WSW of Valparaiso, Chile",earthquake
2014-02-28T15:30:50.020Z,-52.5284,25.9589,10,4.9,mb,,119,20.481,1,us,usb000my9c,2014-02-28T23:33:19.772Z,"South of Africa",earthquake
2014-02-28T14:29:09.500Z,19.0811,-64.6932,36,3.1,Md,9,280.8,0.66475331,0.1,pr,pr14059003,2014-02-28T22:31:48.958Z,"73km N of Road Town, British Virgin Islands",earthquake
2014-02-28T13:11:30.570Z,23.7133,91.3233,37.35,3.8,mb,,218,1.907,0.83,us,usb000mywm,2014-03-01T06:38:15.788Z,"11km NNW of Barjala, India",earthquake
2014-02-28T12:54:35.060Z,12.2341,-73.6042,10,4.8,mb,,40,1.666,1,us,usb000my6i,2014-02-28T20:57:13.512Z,"107km NW of Riohacha, Colombia",earthquake
2014-02-28T10:58:47.770Z,20.1777,120.222,10.1,4.6,mb,,121,2.621,1.41,us,usb000my5t,2014-02-28T19:01:27.793Z,"173km W of Sabtang, Philippines",earthquake
2014-02-28T10:40:17.000Z,62.8429,-149.5101,62.7,2.6,ml,,,,0.98,ak,ak11172302,2014-02-28T20:11:41.428Z,"65km NNE of Talkeetna, Alaska",earthquake
2014-02-28T10:29:58.070Z,-4.4493,125.8768,407.38,4.7,mb,,43,4.59,0.84,us,usb000my5g,2014-02-28T18:32:28.626Z,"102km SW of Leksula, Indonesia",earthquake
2014-02-28T09:09:58.740Z,52.2706,159.7425,48.49,4.8,mb,,151,1.005,1.26,us,usb000my24,2014-02-28T17:12:39.424Z,"113km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2014-02-28T09:08:21.800Z,19.3848,-155.2417,2.9,2.6,Ml,,43.2,0.00898315,0.09,hv,hv60648551,2014-02-28T22:06:12.782Z,"5km S of Volcano, Hawaii",earthquake
2014-02-28T08:56:03.000Z,54.3969,-161.3952,27.6,2.9,ml,,,,0.34,ak,ak11172278,2014-02-28T19:58:22.308Z,"119km SSW of Sand Point, Alaska",earthquake
2014-02-28T08:10:42.190Z,42.7614,96.5055,13.98,4.5,mb,,57,6.508,1.36,us,usb000my1i,2014-02-28T16:13:18.005Z,"242km SSE of Bayan-Ovoo, Mongolia",earthquake
2014-02-28T07:49:13.210Z,-17.2026,-171.969,10,4.8,mb,,100,2.691,1.17,us,usb000my1e,2014-02-28T15:51:53.975Z,"235km SE of Hihifo, Tonga",earthquake
2014-02-28T05:50:37.790Z,7.4084,94.3208,87.35,5.1,mb,,83,3.391,0.95,us,usb000my0i,2014-02-28T13:53:15.826Z,"126km ESE of Mohean, India",earthquake
2014-02-28T04:39:21.900Z,19.1648,-66.8072,38,2.8,Md,8,288,0.73212696,0.31,pr,pr14059002,2014-02-28T07:59:12.753Z,"75km N of Hatillo, Puerto Rico",earthquake
2014-02-28T03:02:26.000Z,51.0449,-176.05,31.1,2.9,ml,,,,0.36,ak,ak11172266,2014-02-28T07:16:51.839Z,"102km SSE of Adak, Alaska",earthquake
2014-02-28T02:48:08.540Z,-15.9309,-13.0555,10,5.3,mb,,71,7.031,1.05,us,usb000mxzt,2014-02-28T10:50:56.091Z,"Southern Mid-Atlantic Ridge",earthquake
2014-02-28T02:28:39.250Z,20.2137,120.2989,35,4.9,mb,,111,2.651,0.89,us,usb000mxzr,2014-02-28T10:31:17.638Z,"164km W of Sabtang, Philippines",earthquake
